month,end_station_name,member_casual,count_of_users
1,Clinton St & Madison St,casual,70
2,Orleans St & Merchandise Mart Plaza,casual,70
2,Burnham Harbor,casual,70
3,Damen Ave & Madison St,casual,70
3,Walsh Park,casual,70
4,Paulina St & Flournoy St,casual,70
4,Cornell Ave & Hyde Park Blvd,casual,70
1,Halsted St & Willow St,casual,69
1,Halsted St & Roosevelt Rd,casual,69
2,Ogden Ave & Chicago Ave,casual,69
2,Loomis St & Lexington St,casual,69
2,LaSalle Dr & Huron St,casual,69
2,Woodlawn Ave & 55th St,casual,69
3,Leavitt St & Armitage Ave,casual,69
1,N Green St & W Lake St,casual,68
2,Clark St & Randolph St,casual,68
2,Racine Ave & Wrightwood Ave,casual,68
3,Milwaukee Ave & Rockwell St,casual,68
4,Blackstone Ave & Hyde Park Blvd,casual,68
1,Michigan Ave & Jackson Blvd,casual,67
2,Cityfront Plaza Dr & Pioneer Ct,casual,67
2,Halsted St & Wrightwood Ave,casual,67
3,Damen Ave & Thomas St (Augusta Blvd),casual,67
3,Clinton St & Tilden St,casual,67
3,Damen Ave & Charleston St,casual,67
3,Sheridan Rd & Argyle St,casual,67
4,Racine Ave & 15th St,casual,67
7,Canal St & Jackson Blvd,casual,67
1,Clarendon Ave & Junior Ter,casual,66
1,State St & Kinzie St,casual,66
2,Clark St & Chicago Ave,casual,66
2,Sheffield Ave & Webster Ave,casual,66
2,Orleans St & Hubbard St,casual,66
3,Clark St & Lunt Ave,casual,66
3,Damen Ave & Walnut (Lake) St,casual,66
3,Leavitt St & Belmont Ave,casual,66
3,Racine Ave & Wrightwood Ave,casual,66
3,Lincoln Ave & Sunnyside Ave,casual,66
3,LaSalle St & Adams St,casual,66
4,Clinton St & Washington Blvd,casual,66
5,Albany Ave & Montrose Ave,casual,66
5,Paulina St & Howard St,casual,66
1,Kingsbury St & Kinzie St,casual,65
1,Larrabee St & Armitage Ave,casual,65
1,Ashland Ave & Lake St,casual,65
1,Desplaines St & Randolph St,casual,65
4,California Ave & Altgeld St,casual,65
7,Kedzie Ave & Lake St,casual,65
7,Oakley Ave & Irving Park Rd,casual,65
7,California Ave & Byron St,casual,65
7,Western Ave & Division St,casual,65
1,Clifton Ave & Armitage Ave,casual,64
1,May St & Taylor St,casual,64
1,Chicago Ave & Sheridan Rd,casual,64
1,Milwaukee Ave & Grand Ave,casual,64
2,Paulina Ave & North Ave,casual,64
2,Eckhart Park,casual,64
2,Western Ave & Leland Ave,casual,64
3,Spaulding Ave & Armitage Ave,casual,64
4,Elizabeth St & Fulton St,casual,64
5,Elston Ave & George St,casual,64
6,Sheridan Rd & Columbia Ave,casual,64
