hour,end_station_name,member_casual,count_of_users
16,Clybourn Ave & Division St,member,96
19,McClurg Ct & Erie St,member,96
15,Mies van der Rohe Way & Chicago Ave,member,96
18,Wells St & Walton St,member,96
8,Blue Island Ave & 18th St,member,96
9,Broadway & Barry Ave,member,95
12,Halsted St & Maxwell St,member,95
16,Broadway & Wilson Ave,member,95
10,Greenview Ave & Fullerton Ave,member,95
18,Stetson Ave & South Water St,member,95
13,Indiana Ave & 31st St,member,95
8,Wood St & Taylor St (Temp),member,95
7,DuSable Lake Shore Dr & Diversey Pkwy,member,95
15,Franklin St & Chicago Ave,member,95
12,McClurg Ct & Ohio St,member,95
12,Western Ave & Leland Ave,member,95
21,Dearborn St & Erie St,member,95
16,Racine Ave & 18th St,member,95
18,St. Clair St & Erie St,member,95
18,Michigan Ave & Oak St,member,95
14,Franklin St & Adams St (Temp),member,95
11,Wells St & Elm St,member,95
13,State St & Pearson St,member,95
16,Ravenswood Ave & Irving Park Rd,member,95
11,Daley Center Plaza,member,95
16,Wells St & Institute Pl,member,95
19,Lincoln Ave & Belle Plaine Ave,member,95
14,Emerald Ave & 31st St,member,95
17,Noble St & Milwaukee Ave,member,95
10,Federal St & Polk St,member,95
17,Paulina St & Montrose Ave,member,95
10,Clinton St & Roosevelt Rd,member,95
14,Clark St & Lake St,member,95
15,Rockwell St & Eastwood Ave,member,95
20,Wabash Ave & 9th St,member,95
22,Federal St & Polk St,member,95
20,Clark St & Leland Ave,member,95
19,Franklin St & Adams St (Temp),member,95
23,Millennium Park,member,95
19,Wabash Ave & Wacker Pl,member,94
12,LaSalle St & Jackson Blvd,member,94
6,State St & 33rd St,member,94
15,Southport Ave & Waveland Ave,member,94
12,Racine Ave & Congress Pkwy,member,94
16,Ashland Ave & Augusta Blvd,member,94
15,Ashland Ave & 13th St,member,94
11,DuSable Lake Shore Dr & Wellington Ave,member,94
18,Greenview Ave & Diversey Pkwy,member,94
16,Sheffield Ave & Willow St,member,94
17,Leavitt St & Armitage Ave,member,94
17,Clark St & Elmdale Ave,member,94
8,Ogden Ave & Chicago Ave,member,94
12,Clark St & Berwyn Ave,member,94
19,Loomis St & Jackson Blvd,member,94
13,Sangamon St & Lake St,member,94
6,Canal St & Madison St,member,94
20,Western Ave & Division St,member,94
18,Wood St & Hubbard St,member,94
14,Ashland Ave & 13th St,member,94
20,Larrabee St & Kingsbury St,member,94
20,McClurg Ct & Erie St,member,94
14,Ravenswood Ave & Lawrence Ave,member,94
13,Seeley Ave & Roscoe St,member,94
19,Marine Dr & Ainslie St,member,94
19,Lakefront Trail & Wilson Ave,member,94
11,Sheffield Ave & Wellington Ave,member,94
14,Aberdeen St & Monroe St,member,93
20,Blue Island Ave & 18th St,member,93
19,Paulina St & 18th St,member,93
15,Franklin St & Adams St (Temp),member,93
7,University Ave & 57th St,member,93
5,Paulina St & Flournoy St,member,93
16,Western Ave & Winnebago Ave,member,93
8,Wabash Ave & Roosevelt Rd,member,93
12,Ada St & Washington Blvd,member,93
19,Southport Ave & Roscoe St,member,93
0,Clark St & Wrightwood Ave,member,93
13,Aberdeen St & Monroe St,member,93
21,Wabash Ave & Grand Ave,member,93
16,Seeley Ave & Roscoe St,member,93
18,Campbell Ave & North Ave,member,93
17,Orleans St & Elm St,member,93
9,Clark St & Newport St,member,93
11,Michigan Ave & 14th St,member,93
21,Sheffield Ave & Wellington Ave,member,93
20,Canal St & Adams St,member,93
19,Mies van der Rohe Way & Chicago Ave,member,93
12,Mies van der Rohe Way & Chicago Ave,member,93
8,Field Museum,member,93
22,Wells St & Huron St,member,93
15,Ashland Ave & Blackhawk St,member,93
13,Aberdeen St & Randolph St,member,93
15,Broadway & Wilson Ave,member,92
13,Ogden Ave & Race Ave,member,92
15,Clark St & Montrose Ave,member,92
14,State St & 35th St,member,92
22,Clarendon Ave & Junior Ter,member,92
15,Wilton Ave & Diversey Pkwy,member,92
12,Delano Ct & Roosevelt Rd,member,92
11,Milwaukee Ave & Grand Ave,member,92
14,Damen Ave & Thomas St (Augusta Blvd),member,92
5,Clinton St & Jackson Blvd,member,92
15,Clifton Ave & Armitage Ave,member,92
18,Paulina St & Flournoy St,member,92
18,Racine Ave & Congress Pkwy,member,92
17,Washtenaw Ave & Lawrence Ave,member,92
19,Clarendon Ave & Junior Ter,member,92
17,Walsh Park,member,92
18,Sedgwick St & Schiller St,member,92
10,DuSable Lake Shore Dr & Diversey Pkwy,member,92
16,Pine Grove Ave & Irving Park Rd,member,92
11,Sangamon St & Lake St,member,92
14,Wells St & Walton St,member,92
10,Jefferson St & Monroe St,member,92
17,Lincoln Ave & Roscoe St*,member,92
16,900 W Harrison St,member,92
14,State St & Pearson St,member,92
19,Aberdeen St & Monroe St,member,92
18,California Ave & Montrose Ave,member,92
11,Clark St & Newport St,member,92
11,Rush St & Cedar St,member,92
7,Lincoln Park Conservatory,member,92
15,Wells St & Walton St,member,92
12,Clinton St & Jackson Blvd,member,92
8,Broadway & Waveland Ave,member,92
13,Morgan Ave & 14th Pl,member,92
12,Michigan Ave & 8th St,member,92
19,Michigan Ave & 8th St,member,92
16,Clark St & Bryn Mawr Ave,member,91
20,Indiana Ave & 31st St,member,91
9,Wood St & Taylor St (Temp),member,91
19,Franklin St & Chicago Ave,member,91
21,Wabash Ave & 9th St,member,91
14,McClurg Ct & Erie St,member,91
8,Clark St & Grace St,member,91
17,Sheridan Rd & Columbia Ave,member,91
12,Broadway & Thorndale Ave,member,91
6,Franklin St & Adams St (Temp),member,91
10,Wells St & Elm St,member,91
16,Ashland Ave & Wellington Ave,member,91
15,Sedgwick St & Huron St,member,91
14,Carpenter St & Huron St,member,91
9,Wabash Ave & 9th St,member,91
12,Milwaukee Ave & Grand Ave,member,91
16,Ashland Ave & Chicago Ave,member,91
20,Columbus Dr & Randolph St,member,91
6,Halsted St & Polk St,member,91
20,Bissell St & Armitage Ave*,member,91
16,Cityfront Plaza Dr & Pioneer Ct,member,91
6,Dearborn St & Erie St,member,91
12,Hermitage Ave & Polk St,member,91
10,Lincoln Ave & Fullerton Ave,member,91
21,Damen Ave & Division St,member,91
9,Ravenswood Ave & Lawrence Ave,member,91
16,Paulina St & 18th St,member,91
22,Sheffield Ave & Fullerton Ave,member,91
13,Canal St & Jackson Blvd,member,91
10,Franklin St & Monroe St,member,90
8,Loomis St & Jackson Blvd,member,90
19,Larrabee St & North Ave,member,90
20,Ritchie Ct & Banks St,member,90
11,Western Ave & Leland Ave,member,90
21,Sheridan Rd & Montrose Ave,member,90
13,Wells St & Walton St,member,90
10,Dearborn St & Monroe St,member,90
13,Franklin St & Monroe St,member,90
23,Broadway & Sheridan Rd,member,90
13,Southport Ave & Belmont Ave,member,90
7,Wells St & Polk St,member,90
14,Ada St & Washington Blvd,member,90
8,New St & Illinois St,member,90
18,Throop St & Taylor St,member,90
6,Damen Ave & Pierce Ave,member,90
22,Field Blvd & South Water St,member,90
10,Clark St & Newport St,member,90
6,LaSalle St & Washington St,member,90
18,Milwaukee Ave & Wabansia Ave,member,90
20,Damen Ave & Division St,member,90
8,Clarendon Ave & Gordon Ter,member,90
10,Daley Center Plaza,member,90
10,Larrabee St & Webster Ave,member,90
15,Indiana Ave & 31st St,member,90
13,Damen Ave & Division St,member,90
20,Wabash Ave & 16th St,member,90
17,Ellis Ave & 53rd St,member,90
13,Lincoln Ave & Belmont Ave (Temp),member,90
10,Lincoln Park Conservatory,member,90
9,Sheffield Ave & Kingsbury St,member,90
20,Racine Ave & Wrightwood Ave,member,90
19,Ashland Ave & Wellington Ave,member,90
21,Racine Ave & Belmont Ave,member,90
6,Mies van der Rohe Way & Chestnut St,member,90
9,Halsted St & Fulton St,member,90
8,Broadway & Thorndale Ave,member,90
15,Wood St & Milwaukee Ave,member,89
18,Noble St & Milwaukee Ave,member,89
14,State St & Randolph St,member,89
10,Bissell St & Armitage Ave*,member,89
12,Sheridan Rd & Buena Ave,member,89
14,Sheridan Rd & Irving Park Rd,member,89
7,Morgan St & Lake St*,member,89
12,Michigan Ave & Washington St,member,89
14,Indiana Ave & 31st St,member,89
10,Sedgwick St & Webster Ave,member,89
18,Paulina St & 18th St,member,89
23,Racine Ave & Fullerton Ave,member,89
11,State St & Pearson St,member,89
22,Clark St & Winnemac Ave,member,89
13,Clark St & Chicago Ave,member,89
16,Western Ave & Division St,member,89
23,Canal St & Madison St,member,89
13,Halsted St & Dickens Ave,member,89
19,Sangamon St & Lake St,member,89
21,Racine Ave & Fullerton Ave,member,89
6,Larrabee St & Webster Ave,member,89
14,Green St & Randolph St*,member,89
23,DuSable Lake Shore Dr & North Blvd,member,89
10,Honore St & Division St,member,89
16,Harper Ave & 59th St,member,88
13,Clark St & Grace St,member,88
16,Clifton Ave & Armitage Ave,member,88
7,Halsted St & Wrightwood Ave,member,88
9,State St & Pearson St,member,88
12,Wilton Ave & Diversey Pkwy,member,88
11,Broadway & Belmont Ave,member,88
16,Cornell Ave & Hyde Park Blvd,member,88
6,Ogden Ave & Congress Pkwy,member,88
13,Wabash Ave & 16th St,member,88
8,Wells St & Elm St,member,88
12,Dearborn St & Van Buren St,member,88
12,Halsted St & Wrightwood Ave,member,88
17,Halsted St & Roosevelt Rd,member,88
13,Michigan Ave & 8th St,member,88
8,Orleans St & Hubbard St,member,88
8,Southport Ave & Roscoe St,member,88
22,Michigan Ave & Lake St,member,88
15,State St & 35th St,member,88
9,Western Ave & Winnebago Ave,member,88
9,DuSable Lake Shore Dr & Wellington Ave,member,88
17,Campbell Ave & North Ave,member,88
21,Emerald Ave & 31st St,member,88
14,Burling St & Diversey Pkwy,member,88
20,Wood St & Chicago Ave,member,88
22,DuSable Lake Shore Dr & Monroe St,member,88
13,Orleans St & Merchandise Mart Plaza,member,87
8,Loomis St & Lexington St,member,87
19,Ashland Ave & Wrightwood Ave,member,87
13,Racine Ave & Congress Pkwy,member,87
21,Michigan Ave & 14th St,member,87
15,Halsted St & Wrightwood Ave,member,87
15,Desplaines St & Jackson Blvd,member,87
6,California Ave & Milwaukee Ave,member,87
20,Ogden Ave & Chicago Ave,member,87
10,Western Ave & Leland Ave,member,87
19,Cornell Ave & Hyde Park Blvd,member,87
12,Clarendon Ave & Junior Ter,member,87
18,900 W Harrison St,member,87
14,Michigan Ave & Oak St,member,87
21,Canal St & Madison St,member,87
15,Lincoln Ave & Belmont Ave (Temp),member,87
19,Burling St & Diversey Pkwy,member,87
11,Clark St & Grace St,member,87
20,Wells St & Elm St,member,87
22,Sheridan Rd & Buena Ave,member,87
13,Ogden Ave & Chicago Ave,member,87
16,Clark St & Lake St,member,87
16,Ashland Ave & 13th St,member,87
8,Sedgwick St & Webster Ave,member,87
14,Hermitage Ave & Polk St,member,87
22,Damen Ave & Pierce Ave,member,87
8,Indiana Ave & Roosevelt Rd,member,87
13,Canal St & Monroe St,member,87
8,Wells St & Polk St,member,87
17,Stave St & Armitage Ave,member,87
17,Milwaukee Ave & Rockwell St,member,87
19,Halsted St & Fulton St,member,87
23,DuSable Lake Shore Dr & Monroe St,member,87
7,May St & Taylor St,member,87
7,Federal St & Polk St,member,86
11,Wabash Ave & 16th St,member,86
13,Sheridan Rd & Buena Ave,member,86
9,Wabash Ave & Roosevelt Rd,member,86
15,Broadway & Belmont Ave,member,86
19,Clark St & Armitage Ave,member,86
10,LaSalle St & Jackson Blvd,member,86
21,Field Blvd & South Water St,member,86
20,Southport Ave & Waveland Ave,member,86
16,California Ave & Cortez St,member,86
7,Aberdeen St & Jackson Blvd,member,86
19,State St & Randolph St,member,86
8,Damen Ave & Walnut (Lake) St,member,86
9,Ogden Ave & Chicago Ave,member,86
7,Wood St & Chicago Ave,member,86
22,DuSable Lake Shore Dr & Diversey Pkwy,member,86
12,Blue Island Ave & 18th St,member,86
16,Marine Dr & Ainslie St,member,86
8,Damen Ave & Division St,member,86
8,Damen Ave & Chicago Ave,member,85
9,Morgan St & Lake St*,member,85
17,Clark St & Lake St,member,85
18,Sheridan Rd & Lawrence Ave,member,85
18,Racine Ave & 18th St,member,85
14,Stockton Dr & Wrightwood Ave,member,85
17,California Ave & Montrose Ave,member,85
15,Loomis St & Jackson Blvd,member,85
8,Halsted St & Wrightwood Ave,member,85
19,California Ave & Cortez St,member,85
18,Spaulding Ave & Armitage Ave,member,85
9,Sedgwick St & Huron St,member,85
18,Desplaines St & Jackson Blvd,member,85
12,Racine Ave & Belmont Ave,member,85
16,Clark St & Berwyn Ave,member,85
18,Orleans St & Hubbard St,member,85
7,Dayton St & North Ave,member,85
8,Clinton St & Tilden St,member,85
13,LaSalle St & Jackson Blvd,member,85
9,Honore St & Division St,member,85
10,Halsted St & Willow St,member,85
16,Paulina Ave & North Ave,member,85
7,Ogden Ave & Chicago Ave,member,85
8,Shields Ave & 28th Pl,member,85
15,Campbell Ave & Montrose Ave,member,85
16,Greenview Ave & Diversey Pkwy,member,85
14,Western Ave & Division St,member,85
15,Ada St & Washington Blvd,member,85
23,Green St & Madison St,member,85
12,Halsted St & Dickens Ave,member,85
17,Hampden Ct & Diversey Ave,member,85
15,Lakefront Trail & Wilson Ave,member,85
11,Lincoln Park Conservatory,member,85
17,Leavitt St & North Ave,member,85
16,Leavitt St & Chicago Ave,member,85
16,Broadway & Ridge Ave,member,85
11,Damen Ave & Chicago Ave,member,85
18,Damen Ave & Sunnyside Ave,member,85
18,Sangamon St & Washington Blvd,member,84
12,Clark St & Montrose Ave,member,84
15,Michigan Ave & Madison St,member,84
9,Franklin St & Illinois St,member,84
20,Carpenter St & Huron St,member,84
20,Clark St & Drummond Pl,member,84
6,Franklin St & Chicago Ave,member,84
14,Shields Ave & 28th Pl,member,84
17,Ravenswood Ave & Irving Park Rd,member,84
18,Michigan Ave & Washington St,member,84
16,Clinton St & Tilden St,member,84
13,Dearborn St & Adams St,member,84
7,McClurg Ct & Ohio St,member,84
11,Ada St & Washington Blvd,member,84
15,Clarendon Ave & Junior Ter,member,84
11,Wabash Ave & 9th St,member,84
17,Winthrop Ave & Lawrence Ave,member,84
12,Canal St & Monroe St,member,84
13,Stockton Dr & Wrightwood Ave,member,84
19,900 W Harrison St,member,84
13,Broadway & Belmont Ave,member,84
21,Indiana Ave & Roosevelt Rd,member,84
18,Dusable Harbor,member,84
10,DuSable Lake Shore Dr & Belmont Ave,member,84
20,Lincoln Park Conservatory,member,84
11,State St & Randolph St,member,83
16,Franklin St & Monroe St,member,83
22,Clark St & Montrose Ave,member,83
16,Stetson Ave & South Water St,member,83
15,Southport Ave & Irving Park Rd,member,83
6,Clark St & Winnemac Ave,member,83
13,Southport Ave & Roscoe St,member,83
17,Rockwell St & Eastwood Ave,member,83
18,Halsted St & Maxwell St,member,83
7,Lincoln Ave & Fullerton Ave,member,83
13,Ritchie Ct & Banks St,member,83
13,Halsted St & Maxwell St,member,83
10,Dearborn St & Erie St,member,83
15,Sangamon St & Lake St,member,83
13,Hermitage Ave & Polk St,member,83
19,Leavitt St & Chicago Ave,member,83
23,State St & 33rd St,member,83
18,Ravenswood Ave & Berteau Ave,member,83
6,Canal St & Jackson Blvd,member,83
7,Honore St & Division St,member,83
21,Racine Ave & Wrightwood Ave,member,83
13,Orleans St & Hubbard St,member,83
7,Broadway & Cornelia Ave,member,83
20,Pine Grove Ave & Irving Park Rd,member,83
19,Damen Ave & Wellington Ave,member,83
15,Ravenswood Ave & Lawrence Ave,member,83
18,Canal St & Jackson Blvd,member,83
18,Lincoln Ave & Waveland Ave,member,83
21,Wells St & Hubbard St,member,83
20,Milwaukee Ave & Grand Ave,member,83
8,Larrabee St & Oak St,member,82
10,Aberdeen St & Monroe St,member,82
11,Broadway & Thorndale Ave,member,82
19,Southport Ave & Irving Park Rd,member,82
11,McClurg Ct & Ohio St,member,82
9,Wilton Ave & Diversey Pkwy,member,82
11,Broadway & Berwyn Ave,member,82
23,State St & Chicago Ave,member,82
8,Michigan Ave & Jackson Blvd,member,82
11,Green St & Washington Blvd,member,82
13,Michigan Ave & Oak St,member,82
15,Wells St & Institute Pl,member,82
11,Wilton Ave & Diversey Pkwy,member,82
7,Kimbark Ave & 53rd St,member,82
14,Michigan Ave & 14th St,member,82
20,Halsted St & Wrightwood Ave,member,82
22,Clinton St & Lake St,member,82
17,Sheridan Rd & Lawrence Ave,member,82
8,Woodlawn Ave & 55th St,member,82
15,Elston Ave & Cortland St,member,82
15,Harper Ave & 59th St,member,82
16,Clark St & North Ave,member,82
12,Clark St & Grace St,member,82
11,Southport Ave & Waveland Ave,member,82
19,State St & 35th St,member,82
19,Clarendon Ave & Leland Ave,member,82
19,Clark St & Berwyn Ave,member,82
15,Aberdeen St & Randolph St,member,82
12,Ravenswood Ave & Lawrence Ave,member,82
12,Morgan Ave & 14th Pl,member,82
21,Wood St & Chicago Ave,member,82
9,Aberdeen St & Monroe St,member,81
14,Clark St & Grace St,member,81
18,Cornell Ave & Hyde Park Blvd,member,81
9,Wells St & Elm St,member,81
19,Emerald Ave & 28th St,member,81
8,Kedzie Ave & Milwaukee Ave,member,81
19,Clinton St & Roosevelt Rd,member,81
6,Halsted St & Clybourn Ave,member,81
11,Calumet Ave & 33rd St,member,81
15,Clark St & Grace St,member,81
18,Broadway & Ridge Ave,member,81
18,Greenview Ave & Jarvis Ave,member,81
11,Southport Ave & Belmont Ave,member,81
8,Morgan Ave & 14th Pl,member,81
21,Dayton St & North Ave,member,81
19,Indiana Ave & 31st St,member,81
13,Wabash Ave & Adams St,member,81
22,Lincoln Ave & Fullerton Ave,member,81
10,Franklin St & Illinois St,member,81
15,Lakeview Ave & Fullerton Pkwy,member,81
18,Ravenswood Ave & Lawrence Ave,member,81
14,Southport Ave & Irving Park Rd,member,81
11,Carpenter St & Huron St,member,81
14,Wilton Ave & Diversey Pkwy,member,81
22,Larrabee St & Webster Ave,member,81
12,Burling St & Diversey Pkwy,member,81
18,Canal St & Taylor St,member,81
7,Carpenter St & Huron St,member,81
7,LaSalle St & Washington St,member,81
14,Damen Ave & Grand Ave,member,81
19,Shields Ave & 28th Pl,member,81
18,Clarendon Ave & Leland Ave,member,81
7,Halsted St & Fulton St,member,81
17,Harper Ave & 59th St,member,80
11,Elizabeth St & Fulton St,member,80
12,Indiana Ave & 31st St,member,80
9,Aberdeen St & Jackson Blvd,member,80
21,Larrabee St & Kingsbury St,member,80
11,Dearborn St & Adams St,member,80
21,Sheridan Rd & Buena Ave,member,80
19,Desplaines St & Jackson Blvd,member,80
18,Kedzie Ave & Milwaukee Ave,member,80
17,Albany Ave & Montrose Ave,member,80
19,Wells St & Walton St,member,80
14,Ogden Ave & Race Ave,member,80
10,Lake Park Ave & 56th St,member,80
16,Damen Ave & Sunnyside Ave,member,80
18,Washtenaw Ave & Lawrence Ave,member,80
18,Leavitt St & North Ave,member,80
8,Racine Ave & Belmont Ave,member,80
14,Delano Ct & Roosevelt Rd,member,80
22,Honore St & Division St,member,80
13,Larrabee St & Menomonee St,member,79
15,State St & Harrison St,member,79
21,Franklin St & Adams St (Temp),member,79
15,State St & Van Buren St,member,79
8,Seeley Ave & Roscoe St,member,79
12,Sheridan Rd & Irving Park Rd,member,79
13,Sheridan Rd & Irving Park Rd,member,79
13,Desplaines St & Jackson Blvd,member,79
18,Michigan Ave & 18th St,member,79
14,Sheridan Rd & Noyes St (NU),member,79
